paper_id,pool,cell_type,subtype,species,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,old_decision,old_reason,old_citation_verified,task_no,citation_match_score,citation_verified,markdown_sha256_match,gate1_status
DOI_10.1038_s41467-023-40173-5,A_exclude,Alveolar type 1 cells (AT1),,human,AGER,AGER,exact,figure_labeled,positive,Fig.1B,"Dictionary (LungMAP CellCards): Alveolar type 1 cells (AT1) | Marker genes AGER, RTKN2, SEMA3B",exclude,Cell type outside target_cell_scope (L4:Pulmonary neuroendocrine cell); not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Alveolar type 1 cells (AT1),,human,RTKN2,RTKN2,exact,figure_labeled,positive,Fig.1B,"Dictionary (LungMAP CellCards): Alveolar type 1 cells (AT1) | Marker genes AGER, RTKN2, SEMA3B",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Alveolar type 1 cells (AT1),,human,SEMA3B,SEMA3B,exact,figure_labeled,positive,Fig.1B,"Dictionary (LungMAP CellCards): Alveolar type 1 cells (AT1) | Marker genes AGER, RTKN2, SEMA3B",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Inflammatory monocytes (iMON),,human,CD14,CD14,exact,figure_labeled,positive,Fig.1B,"Dictionary (LungMAP CellCards): Inflammatory monocytes (iMON) | CD14, FCN1, VCAN, no FCGR3A",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Inflammatory monocytes (iMON),,human,FCN1,FCN1,exact,figure_labeled,positive,Fig.1B,"Dictionary (LungMAP CellCards): Inflammatory monocytes (iMON) | CD14, FCN1, VCAN, no FCGR3A",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Inflammatory monocytes (iMON),,human,VCAN,VCAN,exact,figure_labeled,positive,Fig.1B,"Dictionary (LungMAP CellCards): Inflammatory monocytes (iMON) | CD14, FCN1, VCAN, no FCGR3A",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Inflammatory monocytes (iMON),,human,FCGR3A,FCGR3A,exact,figure_labeled,negative,Fig.1B,"Dictionary (LungMAP CellCards): Inflammatory monocytes (iMON) | CD14, FCN1, VCAN, no FCGR3A",exclude,"Cell type outside target_cell_scope; 'no FCGR3A' is a negative marker for iMON, not PNEC.",True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,lung goblet cells,,human,MUC5AC,MUC5AC,exact,author_declared,positive,Results p.3 (LungMAP Human Lung CellRef section),"We utilized both positive and negative markers to improve sensitivity to distinguish cell types sharing similar gene expression patterns and marker genes, for example, lung goblet cells (MUC5AC+/MUC5B+) and SMG mucous (MUC5AC-/MUC5B+).",exclude,"Cell type outside target_cell_scope; goblet cell marker, not PNEC.",True,15,0.8,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,lung goblet cells,,human,MUC5B,MUC5B,exact,author_declared,positive,Results p.3 (LungMAP Human Lung CellRef section),"We utilized both positive and negative markers to improve sensitivity to distinguish cell types sharing similar gene expression patterns and marker genes, for example, lung goblet cells (MUC5AC+/MUC5B+) and SMG mucous (MUC5AC-/MUC5B+).",exclude,"Cell type outside target_cell_scope; goblet cell marker, not PNEC.",True,15,0.8,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,SMG mucous,,human,MUC5AC,MUC5AC,exact,author_declared,negative,Results p.3 (LungMAP Human Lung CellRef section),"We utilized both positive and negative markers to improve sensitivity to distinguish cell types sharing similar gene expression patterns and marker genes, for example, lung goblet cells (MUC5AC+/MUC5B+) and SMG mucous (MUC5AC-/MUC5B+).",exclude,"Cell type outside target_cell_scope; SMG mucous marker, not PNEC.",True,15,0.8,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,SMG mucous,,human,MUC5B,MUC5B,exact,author_declared,positive,Results p.3 (LungMAP Human Lung CellRef section),"We utilized both positive and negative markers to improve sensitivity to distinguish cell types sharing similar gene expression patterns and marker genes, for example, lung goblet cells (MUC5AC+/MUC5B+) and SMG mucous (MUC5AC-/MUC5B+).",exclude,"Cell type outside target_cell_scope; SMG mucous marker, not PNEC.",True,15,0.8,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,deuterosomal cells,,human,DEUP1,DEUP1,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"we extended the dictionary to incorporate 7 cell types that are not yet in the CellCards but have marker genes reported in recent scRNA-seq studies and are selectively expressed in our unbiasedly identified cell clusters, including deuterosomal cells14 (DEUP1, FOXN4, CDC20B)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,0.9167,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,deuterosomal cells,,human,FOXN4,FOXN4,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"we extended the dictionary to incorporate 7 cell types that are not yet in the CellCards but have marker genes reported in recent scRNA-seq studies and are selectively expressed in our unbiasedly identified cell clusters, including deuterosomal cells14 (DEUP1, FOXN4, CDC20B)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,0.9167,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,deuterosomal cells,,human,CDC20B,CDC20B,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"we extended the dictionary to incorporate 7 cell types that are not yet in the CellCards but have marker genes reported in recent scRNA-seq studies and are selectively expressed in our unbiasedly identified cell clusters, including deuterosomal cells14 (DEUP1, FOXN4, CDC20B)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,0.9167,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,systemic venous endothelial cells (SVEC),,human,COL15A1,COL15A1,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"systemic venous endothelial cells21 (SVEC;markergenes:COL15A1,ABCB1,ACKR1)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,systemic venous endothelial cells (SVEC),,human,ABCB1,ABCB1,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"systemic venous endothelial cells21 (SVEC;markergenes:COL15A1,ABCB1,ACKR1)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,systemic venous endothelial cells (SVEC),,human,ACKR1,ACKR1,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"systemic venous endothelial cells21 (SVEC;markergenes:COL15A1,ABCB1,ACKR1)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,mature dendritic cell subset (maDC),,human,CCR7,CCR7,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"maturedendritic cell subset (maDC; marker genes: CCR7, CCL19, LAD1)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,mature dendritic cell subset (maDC),,human,CCL19,CCL19,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"maturedendritic cell subset (maDC; marker genes: CCR7, CCL19, LAD1)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,mature dendritic cell subset (maDC),,human,LAD1,LAD1,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"maturedendritic cell subset (maDC; marker genes: CCR7, CCL19, LAD1)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,respiratory airway secretory cells (RAS),,human,SCGB3A2,SCGB3A2,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"respiratory airway secretory cells (RAS; marker genes: SCGB3A2, KLK11, SOX4)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,respiratory airway secretory cells (RAS),,human,KLK11,KLK11,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"respiratory airway secretory cells (RAS; marker genes: SCGB3A2, KLK11, SOX4)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,respiratory airway secretory cells (RAS),,human,SOX4,SOX4,exact,reference_imported,positive,Results p.3 (LungMAP Human Lung CellRef section),"respiratory airway secretory cells (RAS; marker genes: SCGB3A2, KLK11, SOX4)",exclude,Cell type outside target_cell_scope; not a PNEC marker.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Sox9+/Id2+ distal epithelial progenitor cell,,mouse,Sox9,SOX9,alias_resolved,annotation_marker,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"including, Sox9+/Id2+ distal epithelial progenitor cell23,24",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Sox9+/Id2+ distal epithelial progenitor cell,,mouse,Id2,ID2,alias_resolved,annotation_marker,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"including, Sox9+/Id2+ distal epithelial progenitor cell23,24",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Ager,AGER,alias_resolved,author_declared,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.75,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Hopx,HOPX,alias_resolved,author_declared,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.75,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Lamp3,LAMP3,alias_resolved,author_declared,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.75,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Sftpc,SFTPC,alias_resolved,author_declared,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.75,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Abca3,ABCA3,alias_resolved,author_declared,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.75,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Cldn4,CLDN4,alias_resolved,reference_imported,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.72,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Krt19,KRT19,alias_resolved,reference_imported,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.75,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,AT1/AT2 cell population,,mouse,Krt8,KRT8,alias_resolved,reference_imported,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),"an AT1/AT2 cell population22,25 expressing both AT1 (Ager, Hopx) and AT2 (Lamp3, Sftpc, Abca3) cell markers in conjunction with Cldn4, Krt19, and Krt8 (signature genes of recently reported PATS, DATP, or ADI cells)",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.72,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Foxf1+/Kit+ endothelial progenitor cells (EPC),,mouse,Foxf1,FOXF1,alias_resolved,annotation_marker,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),Foxf1+/Kit+ endothelial progenitor cells (EPC)29,exclude,Mouse species not in task_species and cell type not PNEC.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,Foxf1+/Kit+ endothelial progenitor cells (EPC),,mouse,Kit,KIT,alias_resolved,annotation_marker,positive,Results p.5 (The LungMAP Mouse Lung Development CellRef section),Foxf1+/Kit+ endothelial progenitor cells (EPC)29,exclude,Mouse species not in task_species and cell type not PNEC.,True,15,1.0,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,KRT5-/KRT17+ pathologic epithelial cells,,human,KRT5,KRT5,exact,reference_imported,negative,Results p.8 (Application to scRNA-seq of human lung diseases),"Habermann et al. reported the identification of 31 cell types including a previously unrecognized KRT5-/KRT17+ pathologic, ECM-producing epithelial cell population that was highly enriched in IPF lungs11",exclude,"Cell type is a disease-associated pathologic epithelial population, not PNEC.",True,15,0.9524,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,KRT5-/KRT17+ pathologic epithelial cells,,human,KRT17,KRT17,exact,reference_imported,positive,Results p.8 (Application to scRNA-seq of human lung diseases),"Habermann et al. reported the identification of 31 cell types including a previously unrecognized KRT5-/KRT17+ pathologic, ECM-producing epithelial cell population that was highly enriched in IPF lungs11",exclude,"Cell type is a disease-associated pathologic epithelial population, not PNEC.",True,15,0.9524,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,distal epithelial cell,Sox9+/Id2+,mouse,Sox9,SOX9,alias_resolved,annotation_marker,positive,"Methods, Construction of the LungMAP Mouse Lung Development CellRef, p.16","we extended the mouse lung cell type dictionary to include progenitor and transitional cells reported in recent single-cell studies, including Sox9+/Id2+ distal epithelial cells23,24, AT1/AT2 cell, Foxf1+/Kit+ endothelial progenitor cells29, and proliferative mesenchymal progenitor cells30,31.",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.9355,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,distal epithelial cell,Sox9+/Id2+,mouse,Id2,ID2,alias_resolved,annotation_marker,positive,"Methods, Construction of the LungMAP Mouse Lung Development CellRef, p.16","we extended the mouse lung cell type dictionary to include progenitor and transitional cells reported in recent single-cell studies, including Sox9+/Id2+ distal epithelial cells23,24, AT1/AT2 cell, Foxf1+/Kit+ endothelial progenitor cells29, and proliferative mesenchymal progenitor cells30,31.",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.9355,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,endothelial progenitor cell,Foxf1+/Kit+,mouse,Foxf1,FOXF1,alias_resolved,annotation_marker,positive,"Methods, Construction of the LungMAP Mouse Lung Development CellRef, p.16","we extended the mouse lung cell type dictionary to include progenitor and transitional cells reported in recent single-cell studies, including Sox9+/Id2+ distal epithelial cells23,24, AT1/AT2 cell, Foxf1+/Kit+ endothelial progenitor cells29, and proliferative mesenchymal progenitor cells30,31.",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.9355,True,True,pass
DOI_10.1038_s41467-023-40173-5,A_exclude,endothelial progenitor cell,Foxf1+/Kit+,mouse,Kit,KIT,alias_resolved,annotation_marker,positive,"Methods, Construction of the LungMAP Mouse Lung Development CellRef, p.16","we extended the mouse lung cell type dictionary to include progenitor and transitional cells reported in recent single-cell studies, including Sox9+/Id2+ distal epithelial cells23,24, AT1/AT2 cell, Foxf1+/Kit+ endothelial progenitor cells29, and proliferative mesenchymal progenitor cells30,31.",exclude,Mouse species not in task_species and cell type not PNEC.,True,15,0.9355,True,True,pass
